participant_id,Gender,Age,Ethnicity,Task_Order,Experimenter,Condition,Incentive ,Comments,Unnamed: 5,PI_Enticing,PI_Alive,PI_Safe,PI_Good,PI_Changing,PI_Hierarchical,PI_Understandable,PI_AboutMe,PI_Abundant,PI_Acceptable,PI_Beautiful,PI_Cooperative,PI_Funny,PI_Harmless,PI_Improvable,PI_Intentional,PI_Interconnected,PI_Interesting,PI_Just,PI_Meaningful,PI_NeedsMe,PI_Pleasurable,PI_Progressing,PI_Regenerative,PI_Stable,PI_WorthExploring,MAIA_Noticing,MAIA_NotDistracting,MAIA_NotWorrying,MAIA_AttentionRegulation,MAIA_EmotionalAwareness,MAIA_SelfRegulation,MAIA_BodyListening,MAIA_Trusting,PI_Beautiful_4_GE,PI_Regenerative_4_GS_R,PI_Good_1_G_R,PI_Understandable_4_G,PI_Stable_4_GS_R,PI_Regenerative_3_GS,PI_Understandable_2_G_R,PI_Cooperative_1_GS_R,PI_Abundant_2_GE,PI_Changing_5_R,PI_Acceptable_2_R,PI_Hierarchical_4,PI_Just_4_GS,PI_Meaningful_1_GE,PI_Changing_3,PI_Stable_1_GS_R,PI_NeedsMe_3_GA_R,PI_Enticing_1_GE,PI_Harmless_4_GS,PI_Harmless_3_GS,PI_Cooperative_4_GS,PI_Understandable_1_G,PI_Changing_1,PI_WorthExploring_1_GE,PI_Harmless_1_GS,PI_Harmless_2_GS_R,PI_Funny_1_GE,PI_Intentional_2_A,PI_Harmless_5_GS_R,PI_Just_2_GA,PI_Funny_2_GE,PI_Beautiful_1_GE,PI_Hierarchical_5,PI_Pleasurable_4_GS,PI_Interconnected_2_R,PI_Intentional_5_A_R,PI_Progressing_2_GS_R,PI_Hierarchical_3_R,PI_Interesting_1_GE_R,PI_Intentional_1_A,PI_Interesting_4_GE_R,PI_Abundant_4_GE,PI_Regenerative_1_GS,PI_WorthExploring_3_GE,PI_Stable_3_GS_R,PI_Progressing_1_GS_R,PI_Understandable_3_G_R,PI_Improvable_2_G_R,PI_Beautiful_2_GE_R,PI_Improvable_5_GE,PI_Meaningful_3_GE_R,PI_AboutMe_4,PI_Acceptable_4_R,PI_NeedsMe_4_GA,PI_Stable_2_GS,PI_Improvable_1_G,PI_Improvable_4_GE,PI_Funny_3_G_R,PI_Funny_4_GE,PI_WorthExploring_2_GE_R,PI_WorthExploring_4_GE,PI_Pleasurable_3_GS_R,PI_AboutMe_1_A,PI_Interesting_2_GE_R,PI_Progressing_3_GS,PI_Improvable_3_GE,PI_Pleasurable_1_GS_R,PI_Interesting_3_GE,PI_AboutMe_5_A,PI_Changing_2,PI_Hierarchical_1,PI_Just_5_GS_R,PI_NeedsMe_2_GA,PI_Hierarchical_2,PI_Pleasurable_2_GS,PI_Cooperative_3_GS_R,PI_Abundant_1_GE,PI_Enticing_2_GE,PI_Acceptable_1_R,PI_Pleasurable_5_GS,PI_Meaningful_4_GE_R,PI_AboutMe_2_A,PI_Abundant_3_GE_R,PI_Regenerative_2_GS_R,PI_Interconnected_4,PI_AboutMe_3_A_R,PI_Just_3_GS,PI_Interconnected_3,PI_Just_1_G,PI_Intentional_4_A_R,PI_Beautiful_3_GE,PI_Intentional_3_A,PI_Meaningful_2_GE_R,PI_Acceptable_3,PI_Progressing_4_GS,PI_Changing_4,PI_NeedsMe_1_GA,PI_Cooperative_2_GS_R,PI_Interconnected_1,MAIA_NotWorrying_5_R,MAIA_NotDistracting_1_R,MAIA_NotDistracting_2_R,MAIA_NotWorrying_1_R,MAIA_EmotionalAwareness_2,MAIA_SelfRegulation_3,MAIA_NotDistracting_6_R,MAIA_Noticing_1,MAIA_AttentionRegulation_3,MAIA_Trusting_1,MAIA_NotDistracting_3_R,MAIA_BodyListening_2,MAIA_NotDistracting_5_R,MAIA_Noticing_2,MAIA_Trusting_2,MAIA_AttentionRegulation_4,MAIA_EmotionalAwareness_5,MAIA_EmotionalAwareness_3,MAIA_Noticing_4,MAIA_NotWorrying_3,MAIA_Noticing_3,MAIA_SelfRegulation_2,MAIA_BodyListening_1,MAIA_NotWorrying_4,MAIA_AttentionRegulation_6,MAIA_EmotionalAwareness_4,MAIA_Trusting_3,MAIA_AttentionRegulation_7,MAIA_NotDistracting_4_R,MAIA_SelfRegulation_4,MAIA_AttentionRegulation_2,MAIA_EmotionalAwareness_1,MAIA_AttentionRegulation_1,MAIA_SelfRegulation_1,MAIA_NotWorrying_2_R,MAIA_BodyListening_3,MAIA_AttentionRegulation_5,IAS_16,IAS_14,IAS_5,IAS_10,IAS_19,IAS_15,IAS_20,IAS_18,IAS_8,IAS_3,IAS_9,IAS_11,IAS_4,IAS_21,IAS_6,IAS_17,IAS_2,IAS_1,IAS_7,IAS_13,IAS_12,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SampEn,HRV_HF,HRV_HFD,HRV_LFHF,HRV_IALS,HRV_Ca,HRV_AI,HCT_Accuracy,HCT_Sensibility,HCT_Awareness,HRV_MeanNN_HCT,HRV_SDNN_HCT,HRV_RMSSD_HCT
sub-72,Female,20.0,Black African,Questionnaire_First,Exp5,Questionaire,Credits_4,"ECG little noisy but clear R-peaks throughout. RSP had clear peaks but was quite noisy throughout, especially in TAP random trial. EEG AF7 became very noisy at 1:30 during RS, settled at start of TAP with some noisy spikes on all sensors. AF7 and AF8 very noisy during TAP slow and random trials. Bitalino disconnected before TAP heart trial so recording was stopped, second recording named TAP 2 contains only the heart TAP trial. During HCT, EEG was very noisy on AF7 and had noisy spikes on all sensors. Overall very noisy EEG signals.",,0.5844444444444444,0.4125,0.458,0.4798591549295773,0.626,0.472,0.3874999999999999,0.288,0.63,0.3775,0.415,0.4525,0.3974999999999999,0.26,0.478,0.594,0.4475,0.6125,0.414,0.6399999999999999,0.4274999999999999,0.484,0.435,0.6275,0.5125000000000001,0.52,0.4275,0.3483333333333334,0.6,0.3657142857142856,0.322,0.3475,0.2699999999999999,0.6999999999999998,0.41,0.37,0.6,0.38,0.83,0.41,0.55,0.58,0.59,0.38,0.57,0.62,0.26,0.68,0.5,0.42,0.56,0.68,0.19,0.39,0.35,0.41,0.67,0.41,0.36,0.82,0.45,0.64,0.82,0.5,0.36,0.34,0.69,0.5,0.5,0.72,0.61,0.83,0.42,0.64,0.41,0.58,0.42,0.66,0.42,0.6,0.69,0.56,0.5,0.63,0.38,0.15,0.71,0.35,0.72,0.5,0.43,0.57,0.35,0.5,0.51,0.37,0.36,0.38,0.45,0.39,0.42,0.66,0.34,0.67,0.5,0.62,0.51,0.38,0.35,0.61,0.76,0.58,0.48,0.36,0.34,0.36,0.41,0.29,0.44,0.77,0.61,0.5,0.32,0.3,0.41,0.71,0.4,0.27,0.5,0.67,0.41,0.35,0.35,0.28,0.69,0.67,0.56,0.26,0.6,0.59,0.63,0.4,0.74,0.69,0.23,0.56,0.54,0.78,0.43,0.43,0.17,0.35,0.63,0.19,0.34,0.37,0.61,0.6,0.35,0.58,0.11,0.71,0.21,0.45,0.4,0.32,0.24,0.4,0.21,0.25,0.41,0.84,0.84,0.6,0.63,0.71,0.65,0.16,0.92,0.8,0.74,0.79,0.77,0.61,0.91,0.76,0.84,0.27,0.68,0.81,0.81,734.0773353751914,57.58274047719807,43.35722019392831,1.570514874058921,0.014587977334245925,1.7923880367026668,0.9310789377947709,0.39814814814814814,0.48560707069560516,50.32237977360958,,,,688.9179844846511,54.61976070161655,23.57061119504873
sub-73,Female,19.0,British ,Task_First,Exp5,Task,Credits_4,"ECG mostly good throughout but was a little noisy and had some odd shaped T and U waves. RSP was a little noisy but had clear waves during RS and TAP but during HCT there were no clear peaks at the start of each trial, but settled midway through trial each time. Muse kept slipping so had to be readjusted after each task and during TAP. During RS AF8 and TP10 were very noisy but TP10 settled, AF8 continued to be very noisy at start of TAP but settled when I adjusted the muse after the slow trial and during HCT was mostly clear with only a few noisy spikes. ",,0.5855555555555555,0.3875,0.4766666666666667,0.5243661971830987,0.664,0.52,0.4725,0.534,0.53,0.27,0.625,0.4825,0.425,0.414,0.568,0.47,0.625,0.605,0.522,0.5974999999999999,0.41,0.5740000000000001,0.5575,0.5075000000000001,0.3399999999999999,0.6325000000000001,0.575,0.375,0.368,0.72,0.622,0.395,0.4366666666666667,0.4333333333333333,0.72,0.16,0.43,0.44,0.78,0.7,0.45,0.34,0.43,0.41,0.85,0.41,0.54,0.4,0.75,0.58,0.7,0.64,0.46,0.45,0.39,0.42,0.66,0.71,0.53,0.82,0.29,0.21,0.55,0.51,0.67,0.43,0.62,0.66,0.33,0.7,0.5,0.5,0.41,0.73,0.36,0.72,0.61,0.76,0.58,0.39,0.52,0.5,0.43,0.48,0.21,0.54,0.77,0.46,0.3,0.71,0.59,0.48,0.22,0.45,0.51,0.46,0.5,0.5,0.62,0.56,0.42,0.69,0.73,0.64,0.57,0.65,0.34,0.5,0.59,0.55,0.54,0.89,0.7,0.5,0.27,0.61,0.57,0.5,0.67,0.71,0.79,0.56,0.42,0.34,0.78,0.45,0.53,0.4,0.5,0.68,0.54,0.57,0.6,0.78,0.67,0.55,0.45,1.0,0.36,0.55,0.33,0.67,0.41,0.69,0.66,0.71,0.83,0.5,0.7,0.81,0.71,0.66,0.39,0.48,0.47,0.49,0.45,0.59,0.17,0.39,0.88,0.58,0.37,0.82,0.42,0.55,0.38,0.77,0.16,0.83,0.25,0.61,0.5,0.63,0.45,0.87,0.53,0.09,0.93,0.74,0.7,0.78,0.58,0.42,0.5,0.82,0.87,0.41,0.43,0.56,0.89,694.8094202898551,21.761312016498763,12.77670514979353,1.4540669762016125,0.007211963411900209,1.6958827108148267,1.7448902734095728,0.45441176470588235,0.4562029994839462,49.51427449430441,0.3768998044360363,0.39999999999999997,-0.028571428571428574,748.3467942112488,27.408383718404277,20.115442995031014
sub-74,Female,20.0,British,Questionnaire_First,Exp5,Questionaire,Credits_4,"RSP and EEG good throughout. During RS, ECG was quite noisy with small S waves and spikey T waves but had clear peaks, adjusted electrodes after RS, ECG good with clear peaks for TAP and HCT.",,0.8666666666666667,0.815,0.6133333333333333,0.6483098591549296,0.778,0.55,0.5275000000000001,0.332,0.7625,0.1175,0.79,0.3175,0.8025,0.288,0.6359999999999999,0.708,0.6074999999999999,0.8375,0.568,0.6825,0.7174999999999999,0.6519999999999999,0.5125,0.59,0.6849999999999999,1.0,0.4649999999999999,0.4599999999999999,0.4639999999999999,0.5499999999999999,0.744,0.4449999999999999,0.5266666666666667,0.8133333333333334,1.0,0.22,0.1,0.0,0.3,0.66,0.0,0.56,0.61,0.0,1.0,1.0,0.45,0.36,0.61,0.19,0.0,0.76,0.33,0.0,0.27,0.3,0.73,1.0,0.34,0.6,0.58,0.56,0.63,0.73,0.79,0.84,0.29,0.5,0.21,0.37,0.3,0.38,0.15,0.59,0.0,0.62,0.76,1.0,0.35,0.42,0.19,0.58,0.42,0.66,0.0,0.23,0.73,0.76,0.58,0.7,0.61,0.0,0.84,0.0,1.0,0.0,0.26,0.0,0.5,0.79,0.5,0.5,0.21,0.7,0.62,0.29,0.5,0.22,0.59,0.78,0.82,0.75,1.0,0.67,0.0,0.33,0.0,0.0,0.65,0.37,0.54,0.28,0.41,0.0,0.74,0.76,0.63,0.2,0.27,0.85,0.61,0.66,0.71,0.13,0.0,0.75,0.5,0.5,0.58,0.39,0.13,0.57,0.71,0.78,0.21,0.59,0.76,1.0,0.57,0.78,1.0,0.59,0.23,0.38,0.58,0.73,0.46,0.2,1.0,0.73,0.57,0.73,0.42,0.33,0.44,0.61,0.2,0.74,0.64,1.0,0.7,1.0,1.0,1.0,0.88,0.82,0.8,0.6,1.0,1.0,1.0,1.0,0.7,0.17,1.0,1.0,1.0,1.0,0.35,1.0,1.0,982.8155737704918,51.43231635444654,51.12305985032546,1.9722351556317257,0.01232876505988272,1.9335421837979985,0.34738063807598546,0.5435684647302904,0.4713506860259334,49.87862733281935,0.49794133029049586,0.3133333333333333,0.9999999999999999,1054.9126806897834,60.55261250753745,69.28869084269465
sub-75,Female,19.0,Caucasian,Task_First,Exp6,Task,Credits_4,ECG levels were good throughout with clear R-peaks. EEG was also good throughout averaging 15. RSP waves had clear waves throughout. TAP recording ended before the last part so it has been divided into two recordings. ,,0.7711111111111112,0.5025,0.4533333333333333,0.4991549295774647,0.7,0.372,0.4225,0.5319999999999999,0.61,0.2025,0.6675,0.5974999999999999,0.16,0.224,0.5619999999999999,0.326,0.65,0.7050000000000001,0.3939999999999999,0.8075,0.24,0.5999999999999999,0.31,0.5075000000000001,0.4175,0.7525000000000001,0.325,0.4683333333333333,0.334,0.1885714285714285,0.622,0.2324999999999999,0.5433333333333333,0.6033333333333334,0.63,0.72,0.59,0.3,0.83,0.27,0.7,0.37,0.66,0.26,0.73,0.31,0.62,0.72,0.67,0.27,0.77,0.64,0.15,0.26,0.68,0.66,0.69,0.86,0.08,0.71,0.06,0.16,0.66,0.6,0.33,0.64,0.28,0.64,0.18,0.56,0.62,0.13,0.22,0.2,0.3,0.82,0.38,0.6,0.56,0.64,0.57,0.64,0.26,0.6,0.25,0.69,0.63,0.27,0.33,0.61,0.61,0.89,0.14,0.23,0.78,0.32,0.57,0.31,0.15,0.63,0.3,0.65,0.58,0.66,0.24,0.68,0.24,0.16,0.59,0.3,0.21,0.7,0.97,0.39,0.11,0.13,0.25,0.6,0.76,0.31,0.24,0.36,0.19,0.35,0.66,0.18,0.13,0.14,0.35,0.74,0.22,0.62,0.66,0.36,0.56,0.25,0.76,0.63,0.72,0.7,0.61,0.0,0.61,0.61,0.65,0.33,0.36,0.58,0.3,0.76,0.75,0.04,0.21,0.29,0.02,0.7,0.3,0.59,0.6,0.62,0.26,0.74,0.19,0.0,0.37,0.0,0.0,0.72,0.28,0.17,0.24,0.97,0.71,0.8,0.64,0.38,0.17,0.59,0.64,0.13,0.93,0.77,1.0,0.2,0.69,0.39,0.7,0.66,0.81,0.23,0.65,751.6624803767661,52.34101313599316,27.791338409044602,1.450950651704278,0.002872210395568955,1.7636106892672974,1.1920657882077696,0.4554140127388535,0.4830301753215647,50.47387754953995,0.7664044813549483,0.4749999999999999,0.8285714285714287,778.2486450818634,41.81517164571608,31.93673711496145
sub-76,Female,18.0,Arab,Questionnaire_First,Exp6,Questionaire,Credits_4,"ECG had good stable R peaks throughout. RSP relatively clear peaks during RS and Muse stopped 56 seconds into RS. In TAP, EEG levels were relatively stable but TP10 was high at 45, RSP in TAP clear peaks. HCT EEG avergaing 20 with TP10 higher at 40. RSP noisier during HCT but still distinguishable peaks. ",,0.6966666666666667,0.7175,0.7953333333333334,0.8030985915492957,0.776,0.374,0.8625,0.496,0.7274999999999999,0.2875,0.7999999999999999,0.8250000000000001,0.8200000000000001,0.7859999999999999,0.89,0.752,0.5499999999999999,0.665,0.732,0.7425,0.83,0.8859999999999999,0.935,0.6275000000000001,0.6,0.985,0.55,0.2649999999999999,0.548,0.4800000000000001,0.748,0.5675,0.7333333333333333,0.9533333333333333,1.0,0.0,0.0,0.66,0.63,0.65,0.0,0.09,0.82,0.08,0.64,0.54,1.0,0.62,0.65,0.34,0.0,0.87,0.88,0.54,1.0,0.94,0.67,1.0,0.71,0.0,0.54,1.0,0.2,0.8,0.78,0.58,0.19,1.0,0.37,0.3,0.0,0.64,0.35,0.65,0.07,0.8,0.84,0.94,0.29,0.0,0.15,0.0,0.37,0.97,0.33,0.39,0.64,0.6,0.66,0.76,1.0,0.04,1.0,0.0,1.0,0.4,0.63,0.92,1.0,0.72,0.17,1.0,0.28,1.0,0.6,0.34,0.85,0.18,1.0,0.0,0.66,1.0,0.64,1.0,0.09,0.42,0.37,0.0,0.64,0.24,0.59,0.36,0.61,0.59,0.99,1.0,0.23,0.07,0.74,0.64,0.87,0.61,0.57,0.71,0.65,0.67,0.58,1.0,0.6,0.79,0.6,0.17,1.0,0.93,0.43,0.68,0.75,1.0,0.45,0.8,0.71,0.3,0.91,0.55,0.61,0.82,0.89,0.79,0.65,0.86,0.53,0.69,0.62,0.66,0.58,0.22,0.44,0.77,0.95,0.54,0.18,0.21,0.6,0.65,1.0,0.73,0.18,0.01,1.0,0.56,0.42,0.06,0.86,0.65,0.35,0.84,0.0,0.55,0.99,0.34,1.0,704.1676470588235,26.16322921465501,11.089606911126245,1.1916364875083294,0.002366177857180113,1.5411040332488686,4.332967661680814,0.40929535232383807,0.5220659531724956,50.36389460858287,0.427310218769635,0.38333333333333336,0.40583972495671394,723.2201122620767,45.21528944943454,21.04660351857976
sub-77,Female,22.0,Caucasian,Task_First,Exp5,Task,Credits_4,"ECG had clear R peaks throughout but quite large T-waves. RSP good throughout. During RS AF8 became very noisy halfway through but settled, in TAP AF8 was noisy in slow and fast trials but good in the rest, and AF8 was very noisy throughout HCT, settling sometimes but becoming noisy again frequently. Had to reexplain HCT instructions to participant after trial 1 so signals are quite noisy during this. ",,0.7255555555555555,0.4575,0.3393333333333333,0.4449295774647887,0.976,0.184,0.4475,0.266,0.7575,0.1225,0.3275,0.5225,0.6724999999999999,0.2219999999999999,0.428,0.43,0.655,0.6799999999999999,0.266,0.635,0.26,0.284,0.2175,0.5375,0.15,0.68,0.7024999999999999,0.2583333333333333,0.2799999999999999,0.5528571428571428,0.766,0.2275,0.4333333333333333,0.3999999999999999,0.26,0.51,0.36,0.11,0.88,0.35,0.59,0.22,0.54,0.0,1.0,0.07,0.26,0.61,1.0,0.94,0.66,0.77,0.18,0.4,0.33,0.59,1.0,0.31,0.25,0.94,0.66,0.17,0.78,0.28,0.7,0.07,0.24,0.17,0.18,0.18,0.7,1.0,0.0,0.27,0.16,0.88,0.39,0.41,0.84,0.63,0.32,0.68,0.31,0.65,0.58,0.59,0.7,0.12,0.26,0.26,0.61,0.28,0.61,0.0,1.0,0.66,0.25,0.6,0.15,0.3,0.56,0.48,0.17,0.88,0.57,0.63,0.58,0.04,0.34,0.63,0.94,0.63,0.89,0.13,0.18,0.24,0.33,0.6,0.67,0.92,0.28,0.57,0.14,0.41,0.29,0.3,0.31,0.08,0.05,1.0,0.0,0.39,0.56,0.59,0.73,0.82,0.37,0.77,0.24,0.82,0.97,0.34,0.31,0.69,0.32,0.68,0.82,0.18,0.6,0.73,0.78,0.76,0.23,0.26,0.17,0.59,0.06,0.35,0.74,0.71,0.59,0.71,0.22,0.7,0.81,0.69,0.28,0.93,0.39,0.6,0.2,0.5,0.95,0.71,0.84,0.86,0.24,0.57,0.89,0.9,0.74,0.84,0.98,0.94,0.71,0.36,0.3,0.5,0.88,0.3,0.67,806.3998316498316,58.383202179801366,33.95289863124714,1.4212106262261186,0.005101007388245306,1.6842976446760543,4.427290105073758,0.3807106598984772,0.5088137384957702,50.75916308367569,0.5900570373076767,0.18666666666666668,0.05797710356524484,869.5470757793138,53.85767546619194,40.24409864187994
sub-78,Female,19.0,Greek,Questionnaire_First,Exp5,Questionaire,Credits_4,"EEG good throughout. RSP quite noisy throughout, had clear peaks during RS and most of HCT but very noisy with no visible peaks during TAP. ECG had clear R peaks throughout but large T waves and long S peaks, during TAP and HCT it was quite noisy with some odd shaped waves, especially during the second halves of the TAP slow and random trials.",,0.6877777777777777,0.61,0.4773333333333334,0.5322535211267606,0.548,0.4,0.3625,0.5940000000000001,0.605,0.2825,0.5175,0.4275,0.4599999999999999,0.458,0.592,0.5740000000000001,0.6525000000000001,0.6525,0.5660000000000001,0.715,0.5925,0.55,0.4325,0.46,0.4225,0.6475,0.6625000000000001,0.38,0.5399999999999999,0.4614285714285713,0.572,0.3624999999999999,0.4966666666666666,0.4733333333333333,0.53,0.44,0.44,0.23,0.54,0.62,0.53,0.52,0.61,0.41,0.65,0.46,0.57,0.63,0.54,0.67,0.39,0.68,0.47,0.46,0.44,0.32,0.54,0.58,0.45,0.57,0.43,0.54,0.52,0.5,0.43,0.45,0.21,0.51,0.33,0.4,0.51,0.59,0.33,0.58,0.22,0.73,0.55,0.59,0.54,0.66,0.57,0.47,0.51,0.61,0.29,0.52,0.66,0.67,0.44,0.63,0.54,0.44,0.42,0.24,0.66,0.3,0.65,0.36,0.48,0.65,0.43,0.52,0.52,0.52,0.47,0.38,0.54,0.45,0.52,0.74,0.46,0.54,0.64,0.45,0.21,0.65,0.38,0.55,0.72,0.37,0.64,0.54,0.5,0.4,0.6,0.55,0.27,0.08,0.42,0.55,0.55,0.47,0.68,0.29,0.59,0.59,0.41,0.68,0.41,0.46,0.81,0.59,0.46,0.71,0.41,0.59,0.68,0.41,0.49,0.58,0.61,0.52,0.4,0.64,0.42,0.66,0.55,0.56,0.56,0.55,0.43,0.78,0.25,0.37,0.43,0.36,0.37,0.55,0.42,0.43,0.53,0.69,0.78,0.68,0.59,0.71,0.54,0.3,0.42,0.46,0.41,0.57,0.69,0.45,0.6,0.68,0.56,0.43,0.69,0.56,0.53,738.1671802773498,53.75116437067723,26.112463026467687,1.2016325538215094,0.004969478638587885,1.5997381880746018,3.4805716584577655,0.36391912908242613,0.516470807854953,50.35410197779272,0.6884388875047532,0.49666666666666676,0.34786262139146906,756.2094734222633,43.233188350854114,26.514229874207533
sub-79,Female,20.0,Asian,Task_First,Exp5,Task,Credits_4,"All signals good during RS. During TAP and HCT, RSP was a little noisy but there were clear waves. During TAP, EEG AF7 was a little noisy during slow trial and TP10 was noisy at the end of heart trial. EEG signals good during HCT. ECG good during RS and TAP, during HCT it was very noisy but still had clear R peaks, saw at the end that the red electrode had folded over a bit and wasn't fully stuck to the skin.",,0.3866666666666667,0.4649999999999999,0.2026666666666666,0.3697183098591549,0.504,0.73,0.6525000000000001,0.428,0.3875,0.355,0.45,0.1124999999999999,0.4149999999999999,0.128,0.5880000000000001,0.466,0.7475,0.5325,0.19,0.16,0.48,0.432,0.0,0.5275,0.0875,0.51,0.6950000000000001,0.1016666666666666,0.288,0.5528571428571428,0.622,0.69,0.1066666666666666,0.6033333333333334,0.32,0.32,0.56,0.64,1.0,0.33,0.24,0.68,0.24,0.69,0.88,0.76,0.24,0.38,0.64,0.73,0.37,0.86,0.06,0.34,0.13,0.6,0.31,0.32,0.01,0.77,0.31,0.16,1.0,0.0,0.58,0.33,0.58,0.48,0.0,0.89,1.0,0.55,0.08,0.66,0.46,0.55,0.59,0.61,1.0,1.0,0.39,0.28,0.5,0.59,0.89,0.16,0.19,0.18,0.08,0.55,0.77,0.6,0.37,0.43,0.54,0.41,0.58,0.57,0.0,0.31,0.67,0.24,0.24,0.56,0.86,0.73,0.58,1.0,0.41,1.0,0.5,1.0,0.89,0.35,1.0,0.54,0.74,0.65,0.71,0.38,0.24,0.6,0.2,0.5,0.65,0.9,0.85,0.38,0.0,0.7,0.53,1.0,0.68,0.69,1.0,1.0,0.5,1.0,0.82,0.91,0.6,0.79,0.75,0.86,0.0,0.85,0.66,0.24,0.76,0.11,0.77,0.87,0.4,0.65,1.0,0.09,0.23,0.24,1.0,0.82,0.75,0.77,0.8,0.1,0.23,0.57,0.14,1.0,0.23,0.66,0.87,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,877.9606227106227,97.23610160716187,107.29732547946324,1.8565472943931773,0.00990252267212214,1.9859122213245062,0.36716967865622524,0.5434380776340111,0.4839302152469288,49.9714887340333,0.18893097666283198,0.12666666666666668,0.8451542547285165,865.3228648065488,126.65117473726816,126.86781304942251
sub-80,Male,19.0,Caucasian,Questionnaire_First,Exp6,Questionaire,Credits_4,ECG good clear peaks throughout. EEG was stable and consistently at averaging 15 throughout. RSP was noisy throughout but  had clearer peaks in RS. The muse stopped working at 10:30 into the HCT however this was very near the end of the trial. The lux fell off at the first trial of TAP but worked afterwards. I was late to stop the recording after HCT. ,,0.6677777777777778,0.42,0.678,0.6198591549295774,0.3299999999999999,0.286,0.585,0.208,0.7575000000000001,0.6575000000000001,0.7999999999999999,0.645,0.4575,0.578,0.6719999999999999,0.408,0.6775,0.5725,0.434,0.605,0.5075000000000001,0.5980000000000001,0.56,0.5299999999999999,0.7449999999999999,0.8049999999999999,0.695,0.5616666666666666,0.502,0.5428571428571429,0.514,0.6075,0.5333333333333333,0.8633333333333334,0.86,0.33,0.17,0.63,0.28,0.66,0.37,0.25,0.73,0.25,0.42,0.32,0.34,0.7,0.17,0.29,0.47,0.71,0.61,0.53,0.5,0.57,0.22,1.0,0.5,0.2,0.29,0.35,0.55,0.28,0.54,0.69,0.23,0.5,0.12,1.0,0.35,0.74,0.24,0.62,0.34,0.9,0.59,0.7,0.2,0.43,0.49,0.17,0.21,0.28,0.26,0.16,0.26,0.5,0.75,0.75,0.73,0.3,0.3,0.32,0.84,0.14,0.29,0.3,0.52,0.77,0.5,0.17,0.0,0.27,0.3,0.34,0.5,0.32,0.62,0.34,0.7,0.78,0.37,0.51,0.32,0.11,0.3,0.3,0.59,0.52,0.67,0.59,0.22,0.33,0.86,0.4,0.7,0.68,0.5,0.24,0.5,0.33,0.65,0.26,0.36,0.42,0.49,0.56,0.77,0.3,0.65,0.66,0.92,0.62,0.6,0.37,0.79,0.87,0.6,0.58,0.67,0.63,0.61,0.71,0.6,0.3,0.34,0.49,0.42,0.8,0.58,0.56,0.58,0.54,0.34,0.35,0.48,0.69,0.7,0.58,0.28,0.63,0.78,0.6,0.75,0.63,0.72,0.24,0.86,0.66,0.67,0.71,0.79,0.58,0.87,0.7,0.6,0.85,0.91,0.83,0.68,851.096975088968,62.29942453529541,40.78744192634334,1.5173603245197205,0.01372303305600882,1.7604710932001149,1.7716342715062763,0.3783783783783784,0.5150348789120133,49.657258625759745,0.85924675579848,0.43833333333333324,0.08571428571428573,866.3481759253818,98.04495008990033,58.59727487891348
sub-81,Female,20.0,Caucasian,Task_First,Exp6,Task,Credits_4,ECG had good stable levels throughout. EEG levels stable throughout. Muse stopped during TAP task at 5:03 roughly. RSP was noisy throughout with no clear peaks. ,,0.7399999999999999,0.5275000000000001,0.5399999999999999,0.5963380281690142,0.526,0.37,0.4975,0.368,0.585,0.31,0.895,0.5425,0.59,0.522,0.548,0.392,0.63,0.6275,0.44,0.7925000000000001,0.6275,0.638,0.41,0.5,0.4625,0.7775,0.6175,0.3833333333333333,0.474,0.3957142857142857,0.442,0.45,0.4433333333333333,0.5933333333333333,0.78,0.32,0.31,0.37,0.32,0.63,0.36,0.36,0.56,0.35,0.74,0.33,0.44,0.6,0.38,0.59,0.25,0.87,0.58,0.42,0.4,0.4,0.56,0.68,0.55,0.33,0.42,0.39,0.61,0.55,0.68,1.0,0.58,0.65,0.29,0.82,0.58,0.82,0.2,0.36,0.5,0.59,0.69,0.89,0.63,0.59,0.42,0.37,0.2,0.6,0.2,0.35,0.66,0.6,0.39,0.37,0.56,0.37,0.63,0.3,0.84,0.4,0.38,0.3,0.4,0.58,0.35,0.51,0.22,0.39,0.39,0.59,0.55,0.37,0.74,0.5,0.6,0.81,0.65,0.55,0.0,0.33,0.41,0.36,0.82,0.44,0.42,0.6,0.38,0.38,1.0,0.41,0.23,0.29,0.41,0.65,0.61,0.37,0.39,0.72,0.62,0.55,0.45,0.26,0.45,0.61,0.55,0.4,0.61,0.65,0.33,0.69,0.75,0.6,0.41,0.36,0.55,0.59,0.55,0.58,0.4,0.42,0.64,0.38,0.64,0.57,0.42,0.58,0.41,0.5,0.4,0.35,0.54,0.65,0.58,0.31,0.39,0.52,0.88,0.7,0.69,0.71,0.59,0.37,0.88,0.64,0.72,0.7,0.6,0.75,0.68,0.71,0.62,0.6,0.81,0.66,0.79,771.6620967741935,62.1268760084992,41.032853577321426,1.5489376609928025,0.006769645780818427,1.7606302233155116,1.646830726448458,0.42787682333873583,0.5227594157463581,50.43728583522444,0.8133406178670549,0.39666666666666667,-0.5217939320872036,796.1265284444065,54.832116501027194,37.71216031216079
